project_id;project_name;description;category;cost;district;votes
608;Sportowa Jantarowa;"Uzasadnienie
Realizując projekt budowy boiska wielofunkcyjnego z WBO 2014 zauważyliśmy zwiększenie potencjału sportowego w mieszkańcach tej okolicy, nie ma praktycznie godziny by boisko wybudowane w 2015 roku było wolne. Dlatego postanowiliśmy zwiększyć bazę sportową dla mieszkańców tej okolicy poprzez wnioskowanie o :
a) wybudowanie boiska wielofunkcyjnego liniami do gry w piłkę ręczną, dwa boiska do gry w koszykówkę, oraz siatkówkę na terenie przy zbiegu ulicy Jantarowej i Zaporoskiej na terenie dzisiejszego LO VIII. Boisko powinno mieć nawierzchnię poliuretanową i być otoczone piłkochwytami.
b) wymianę ogrodzenia wzdłuż  dzisiejszego Liceum nr VIII oraz Gimnazjum nr 30 które w przyszłości staną się jedną placówką, wraz z rozmieszczeniem w miejscach gdzie już dziś mieszkańcy pokonują płot furtek ułatwiających wejście dla wszystkich mieszkańców.
c) wzdłuż wewnętrznej części płotu proponujemy nasadzenie krzewów by przyszłościowo zmniejszyć liczbę osób przechodzących przez płoty.
d) od strony ulicy Kruczej tuż przy wybudowanym w roku 2015 boisku proponujemy wybudowanie siłowni zewnętrznej przystosowanej dla potrzeb osób dorosłych i starszych.
e) budowę oświetlenia boisk sportowych przez oświetlenie stosujące zarówno technologie solarną jak i system uruchomienia oświetlenia SMSem.
Dodatkowo proponujemy remont chodnika wzdłuż ulicy Jantarowej.
Realizacja projektu zwiększy atrakcyjność bazy sportowej osiedla, zwiększy estetykę osiedla poprzez zwiększenie istniejącej tam zieleni oraz poprawi bezpieczeństwo pieszych poruszających się wzdłuż Jantarowej";greenery/recreation;1000000;Brochów;1613
258;Rewitalizacja ul. Ruskiej;"Uzasadnienie
Celem projektu jest remont ul. Ruskiej (odcinek od Kazimierza Wielkiego do pl. Solnego), uwzględniający ogromne natężenie ruchu pieszego w tym rejonie - przekształcenie w trakt pieszy, dostępny dla rowerów. Metamorfoza ulic Kuźniczej i Oławskiej może zostać powtórzona, z tym że tutaj sukces będzie jeszcze większy.
Ul. Ruska potrzebuje remontu. To trakt, który ma bardzo duży potencjał - łączy węzeł przesiadkowy z Rynkiem, jest tu miejsce na kolejne atrakcyjne usługi w parterach budynków. Co więcej, w okolicy powstało kilka parkingów podziemnych (biurowiec Times, NFM). Na Ruskiej powinny się pojawić drzewa i ławki, można też wyznaczyć sugerowany tor ruchu rowerów (np. innym odcieniem nawierzchni).
Podczas modernizacji należy zastosować wyłącznie nawierzchnie przyjazne pieszym (na ul. Kuźniczej widać, że wrocławianie nie akceptują kostki łupanej).
*W razie gdyby okazało się, że remont będzie kosztował więcej niż 1 mln zł, należy wykonać I etap, np. rewitalizację części wskazanego odcinka ulicy.";redevelopment;750000;Widawa,Lipa Piotrowska, Widawa;1566
555;Sieć parków we Wrocławiu – Psie Pole - Zawidawie 2;"Uzasadnienie
Celem projektu jest stworzenie dwóch terenów zielonych na terenie osiedla Psie Pole -Zawidawie – zielonego skweru na Psim Polu (za Famą) oraz części parku na Zakrzowie. Łączenie ze sobą obszarów zlokalizowanych po dwóch różnych stronach alei Sobieskiego ma za zadanie zaktywizować mieszkańców całego osiedla wokół wspólnego projektu w ramach WBO 2017. Pierwsza część projektu ulokowana ma być na działkach znajdujących się na tyłach Centrum Biblioteczno-Kulturalnego FAMA. Wskazana do zagospodarowania przestrzeń ograniczona jest z jednej strony dojazdem do kamienic, odchodzącym od parkingu, parkingiem (graniczy ze wszystkimi wspomnianymi działkami), śmietnikiem oraz terenem FAMY (powierzchnia wyłożona granitowymi płytami). Przedsięwzięcie zakłada stworzenie zielonego skweru z mini placem zabaw. W centralnym miejscu zlokalizowana byłaby kolorowa konstrukcja dla dzieci typu Linarium Mount Logan w wersji Triangulum – 3153303 (lub podobny obiekt linowy), umieszczona na piaszczystym podłożu. Do placu zabaw byłyby 4 dojścia – alejki żwirowe (na planie X) oraz alejka okalająca skwer wraz z ławkami oraz śmietnikami. Pozostałe części zajmą rabaty kwiatowe (byliny kwitnące od wiosny do jesieni) oraz drzewa – lipy drobnolistne. Druga cześć projektu zakłada zagospodarowanie działki znajdującej się na Zakrzowie, na terenie ograniczonym ulicami Kujbyszewską, Królewską oraz Zatorską. Na tej przestrzeni planuje się powstanie nieregularnej alejki/alejek żwirowych, placu integracyjnego dla mieszkańców Os. Sobieskiego oraz wybiegu dla psów (jest to zbieżne z koncepcją dot. Parku Jedności, projektu WBO 2014). Ponadto na projektowanej przestrzeni założone zostaną nowe trawniki oraz posadzone drzewa. Na terenie tej części parku zaplanowano także stojaki rowerowe, kubły na śmieci oraz ławki.";greenery/recreation;1000000;Przedmieście Oławskie;1512
83;Bezpieczne i przyjazne drogi we Wrocławiu - światła spowalniające zamiast fotoradarów w całym mieście;"Uzasadnienie
Projekt zakłada zmianę trybu pracy sygnalizacji świetlnych na wybranych skrzyżowaniach celem poprawy komfortu pieszych i ogólnego bezpieczeństwa. Główną zmianą będzie przestawienie sygnalizacji na tryb „all-green” dla pieszych – czyli w sytuacji, gdy na jezdni nie jadą samochody, stale świeci się zielone na pasach i piesi mogą swobodnie przechodzić, bez naciskania guzików i czekania. Dopiero przy zbliżającej się kolumnie samochodów następuje zmiana. Drugą funkcją byłyby światła spowalniające - gdy do skrzyżowania lub przejścia dla pieszych z sygnalizacją świetlną zbliża się samochód, jego prędkość jest monitorowana przez kamery i jeśli jedzie on zbyt szybko, światło zmienia się na czerwone. Zielone zapala się z powrotem w momencie gdy zredukuje prędkość - jeśli tego nie zrobi, kamera rejestruje moment przejechania na czerwonym świetle i dopiero wtedy wystawiany jest mandat. System taki jest dużo bardziej przyjazny dla kierowców niż tradycyjny fotoradar - jak komuś noga zaciąży na pedale gazu to nie dostaje od razu mandatu, tylko ostrzeżenie w postaci czerwonego światła i dopiero gdy je zignoruje jest karany. Jest to również rozwiązanie skuteczniejsze - powoduje redukcję prędkości w miejscach najbardziej niebezpiecznych, czyli na skrzyżowaniach i przejściach dla pieszych. Światła spowalniające funkcjonują we Wrocławiu przy skrzyżowaniu Ślężnej i Weigla, nie jest więc to żadna nowość w naszym mieście.Propozycje:
1. Krakowska – przejście dla pieszych (nr syg. 231)
2. Bardzka – przejście dla pieszych ( nr syg. 243)
3.Popowicka – przejście dla pieszych
4.Klecińska – ogródki działkowe ( nr syg. 200)
5.Grabiszyńska – Bzowa ( nr syg.219)
6. Kamienna przy Uniwersytecie Ekonomicznym
7. Armii Krajowej – Spiska
8. Armii Krajowej – Krynicka
9. Armii Krajowej-Nyska";roads;650000;Karłowice-Różanka,Huby;1455
680;Ścieżki pieszo-rowerowe przy ul. Opatowickiej.;"Uzasadnienie
Wzdłuż ul. Opatowickiej biegnie kilka odcinków wałów przeciwpowodziowych, na szczycie których znajdują się utwardzone ścieżki. Idealnie nadają się na spacery, wycieczki rowerowe i bieganie. Pomiędzy odcinkami ""owałowanymi"" brak jest wyodrębnionych od drogi ścieżek,  pozwalających na bezpieczne poruszanie się pieszych, biegaczy i rowerzystów. Jest to szczególnie widoczne, odkąd wyremontowany został odcinek drogi pomiędzy wschodnią obwodnicą Wrocławia a Trestnem, co spowodowało wielokrotne zwiększenie ilości samochodów,  jeżdżących ulicą Opatowicką. Wykonane ścieżki połączyłyby w całość pętlę: kładka przy zoo (od strony Odry), wały wzdłuż Sępolna, Biskupina, Bartoszewicz, jaz Opatowickiej, wyspa Opatowicka, śluza Opatowicką,  ulica Opatowicką,  ulica Międzyrzecka.";walking/cycling infrastructure;500000;Klecina, Krzyki-Partynice, Oporów,Krzyki-Partynice, Klecina;1358
372;Połączmy Psie Pole i Zakrzów – łącznik pieszo-rowerowy;"Uzasadnienie
Projekt przewiduje budowę ciągu pieszo-rowerowego łączącego ul. Kiełczowską z ul. Bierutowską, Dobroszycką, Armii Ludowej i stacją kolejową Wrocław Psie Pole. Trasa ta pozwoli mieszkańcom Psiego Pola na szybkie dostanie się pieszo lub na rowerze na pociąg lub do przychodni na ul. Bierutowskiej, a mieszkańcom Zakrzowa poprzez ul. Armii Ludowej w rejon LZN. W ten sposób ułatwimy mieszkańcom poruszanie się między dwoma wrocławskimi osiedlami, które leżą blisko siebie, ale zostały rozdzielone przez linię kolejową i tereny przemysłowe.
Codziennie wiele osób, głównie na rowerach, przemieszcza się błotnistą, żużlową ścieżką między pozostałościami po ogródkach działkowych i terenami przemysłowymi. W MPZP wąski pasek łączący ul. Kiełczowską z Bierutowską oznaczony jest jako droga wewnętrzna. Szerokość paska terenu (od 5 do 6 m) nie pozwala na budowę ulicy o większym znaczeniu dla komunikacji wewnątrz osiedla. Dlatego proponuję zagospodarować ten kawałek przestrzeni w inny sposób – wybudować komfortową trasę dla pieszych i rowerzystów schowaną w cieniu drzew, które zdążyły już tam wyrosnąć.
Parametry trasy: szerokość 3 m, nawierzchnia asfaltowa
Składowe trasy:
•	ciąg pieszo-rowerowy Kiełczowska – Bierutowska
•	przebudowa chodnika przy ul. Bierutowskiej
•	przejście dla pieszych i przejazd rowerowy przez ul. Bierutowską z azylem w jezdni i dodatkowym oświetleniem
•	ciąg pieszo-rowerowy Bierutowska – Dobroszycka (pod wiaduktem w ciągu al. Jana III Sobieskiego)
•	przejście dla pieszych i przejazd dla rowerów przez ul. Dobroszycką z dodatkowym oświetleniem
•	przebudowa chodnika przy ul. Dobroszyckiej wraz z przejściem dla pieszych i przejazdem dla rowerów przez ul. Armii Ludowej (przy przejeździe kolejowym) i dodatkowym oświetleniem";walking/cycling infrastructure;350000;Przedmieście Oławskie;1331
688;Miodowe łąki we Wrocławiu;"Uzasadnienie
Celem projektu jest stworzenie atrakcyjnej przestrzeni miejskiej, poprawa różnorodności roślinnej oraz ochrona pożytecznych owadów zapylających.
Projekt dotyczy czterech lokalizacji: głównej na pl. Wróblewskiego oraz trzech mniejszych (Wyspa Słodowa, Pomorska, Gajowicka), gdzie planujemy stworzyć niecodzienną, zieloną enklawę.
W ramach zagospodarowania terenów o łącznej powierzchni prawie 12 000 m2 jest przewidziane zasadzenie odpowiedniej roślinności kwietnej, której okres kwitnienia pozwalałby na stały dostęp zapylania dla owadów jak i uatrakcyjniał to miejsce w okresie wiosenno-letnim oraz jesiennym (przewidziane są też krzewy, które urozmaica teren szczególnie zimą). Pozwoliłoby to na zachowanie różnorodności zieleni, oraz zapoczątkowałaby ochronę cennych owadów zapylających w przestrzeniach miejskich w tym pszczół miodnych, które w zatrważającym tempie giną, prowadząc do braku różnorodności roślinnej i produktowej.
Przy opracowaniu projektu współpracowałam ze studentami ze Studenckiego Koła Naukowego Pszczelarzy „Apis” z Uniwersytetu Przyrodniczego we Wrocławiu. Ich fachowa wiedza dot. roślin oraz owadów, pomogłaby w stworzeniu projektu miodowych łąk we Wrocławiu. Na zakończenie dodam, że pomysł wpisuje się w starania Wrocławia o tytuł Zielonej Stolicy Europy w 2019 r.";greenery/recreation;100000;Strachocin-Swojczyce-Wojnów;1092
668;"""Park & ride"" przy pętli Pilczyce/Stadion Wrocław";"Uzasadnienie
""Park & ride"" to parkingi dla  przyjeżdżających do dużych miast chcących skorzystać z transportu miejskiego.  To proekologiczne rozwiązanie stosowane w nowoczesnych dużych miastach. Projekt przewiduje utworzenie 80 miejsc parkingowych. Ze względu na bliskość wjazdu autostradowego A8 do miasta oraz pętli Pilczyce (100m), parking jest w idealnym miejscu do wykorzystywania dla osób przyjeżdżających z poza Wrocławia, które pozostawią samochód na parkingu i przesiądą się na transport miejski (linie tramwajowe: 33, 3, 10, 20; linia autobus: 128). Dodatkowo, miejsca mogą być wykorzystane przez osoby przyjeżdżające samochodem na imprezy masowe organizowane na stadionie Miejskim (300m).  Realizacja projektu podniesie bezpieczeństwo mieszkańców i parkujących samochody w czasie imprez na stadionie. Jednocześnie poprawi wizerunek miasta Wrocławia (zwłaszcza podczas imprez na stadionie). Zapobiegnie dewastacji terenów zielonych. Obecnie podczas imprez masowych na stadionie, ze względu na zaparkowane samochody na drodze, dochodzi do niebezpiecznych sytuacji i stłuczek. Ze względu na brak miejsca, samochody nie są wstanie wyminąć się, ani zawrócić. Często muszą wycofywać się z uliczki tyłem nawet do 200 m. Dochodzi do dewastacji terenów zielonych ze względu na zatarasowaną drogę (przejazd przez trawniki i chodniki) lub parkowanie na trawnikach.";roads;750000;Leśnica;1060
685;Miejskie wyspy zieleni;"Uzasadnienie
W tym roku smog dał się we znaki wszystkim mieszkańcom Wrocławia. Badania wykazały, że zaledwie przez kilka dni mogliśmy oddychać czystym powietrzem! Dane są przerażające. Z kolei latem w naszej przestrzeni tworzą się w tzw. miejskie wyspy ciepła, powodujące sztuczny wzrost temperatury w stosunku do terenów otaczających. Jak radzić sobie z negatywnymi skutkami urbanizacji? Co można zrobić, aby nam Wrocławianom żyło się lżej? Jak redukować te negatywne skutki mające wpływ na nasze zdrowie?  Proponujemy sprawdzony na świecie system redukowania negatywnych skutków smogu i miejskich wysp ciepła polegający na montażu specjalistycznych paneli obsadzonych mchem z możliwością dosadzenia innych roślin. Projekt ten świetnie wpisuje w koncepcję Zielonego Wrocławia. To także doskonały pomysł na oryginalne urozmaicenie przestrzeni miejskiej.   Główną funkcją paneli będzie redukcja zanieczyszczeń powietrza – rośliny, a zwłaszcza mchy, posiadają zdolność do równoczesnego pobierania wielu różnych zanieczyszczeń  z powietrza dodatkowo obok zanieczyszczających gazów (NOX. CO2, CO i O3) i pyłów zawieszonych, mech stanowi świetne podłoże i jest odporny na niskie temperatury. W upalne dni panele obniżają temperaturę
poprzez parowanie wody. Panele przyczyniają się także do redukcji hałasu. Panele posiadają odpowiedni system nawodnienia dzięki czemu utrzymują rośliny przy życiu, nawilżają powietrze wokół instalacji oraz zmniejszają zapylenie powietrza. Mchy są świetnym rezerwuarem wody deszczowej, a więc są pomocne podczas gwałtownych ulew. Panele posiadają też inne zalety - zieleń poprawia nastrój, zmniejsza stres. Wrocław byłby pierwszym miastem w Polsce mogącym się pochwalić tak nowoczesnym i proekologicznym rozwiązaniem.";greenery/recreation;250000;Przedmieście Oławskie;990
694;Zielone przystanki w centrum miasta;"Uzasadnienie
Projekt zakłada utworzenie zielonych przystanków w wybranych lokalizacjach w centrum Wrocławia poprzez obsadzenie ich konstrukcji roślinami pnącymi. Roślinność rosłaby w skrzynkach i zostałaby wprowadzone na kratownice wzdłuż bocznych oraz tylnej ściany wiat, bez ingerencji w ich konstrukcję. Dzięki nasadzeniom  pnączy oczekiwanie na pojazd komunikacji miejskiej stanie się przyjemniejsze, a wiaty przystankowe zyskają nową, bardziej estetyczną formę.
Projekt wpisuje się w działania zmierzające do uzyskania przez Wrocław tytułu Zielonej Stolicy Europy, nadaje nowy walor estetyczny przestrzeni miejskiej i wprowadza zieleń w miejsca, które były do tej pory jej pozbawione. Podobne konstrukcje z powodzeniem funkcjonują od lat w wielu miastach m.in. w Londynie, Eindhoven, Nowym Sadzie, a w bieżącym roku zielone przystanki planuje wprowadzić Kraków.
Proponowana lokalizacja zielonych przystanków:
- Dworzec Główny (3 przystanki)
- Arkady Capitol (2 przystanki)
- Plac Bema (2 przystanki)
- Galeria Dominikańska (2 przystanki)
- Plac Strzegomski (Muzeum Współczesne (2 przystanki)";greenery/recreation;320000;Pilczyce-Kozanów-Popowice Płn.,Szczepin;943
371;Bezpieczniej na skrzyżowaniu al. Sobieskiego i ul. Wilanowskiej;"Uzasadnienie
Projekt ma na celu poprawę bezpieczeństwa przy zjeździe z al. Sobieskiego na Zakrzów. Dochodzi w tym miejscu do licznych wypadków (także śmiertelnych), których główną przyczyną jest najechanie samochodu jadącego od Mirkowa na pojazd skręcający w lewo w ul. Wilanowską. Do powstawania groźnych sytuacji przyczynia się nadmierna prędkość pojazdów i długi czas oczekiwania na skręt w kierunku Zakrzowa w godzinach popołudniowych.
Dodatkowo nagminnie łamany jest zakaz skrętu w lewo z ul. Wilanowskiej w kierunku granicy miasta. Często manewr ten jest wykonywany przez tiry, co powoduje zablokowanie jezdni w stronę centrum przez naczepę.
Nie bez znaczenia jest też wymuszanie pierwszeństwa przez pojazdy wyjeżdżające z parkingów przy ul. Wilanowskiej. Spowodowane jest to mało intuicyjnym oznakowaniem i nieczytelną geometrią tej części skrzyżowania.
Ponieważ jest to najbardziej uczęszczany wjazd na nasze osiedle i przejeżdża przez nie autobus linii 150, obecny stan bezpieczeństwa w tym miejscu jest dla mieszkańców Zakrzowa nie do przyjęcia.
W zakres projektu wchodzą:
- sporządzenie projektu organizacji ruchu, który ułatwi skręt w lewo z al. Sobieskiego w ul. Wilanowską, zwiększy przepustowość lewoskrętu, obniży prędkość pojazdów poruszających się w kierunku centrum miasta oraz uniemożliwi wyjazd z ul. Wilanowskiej w kierunku Mirkowa
- roboty budowlane (wprowadzenie nowych elementów organizacji ruchu i urządzeń BRD oraz ewentualna korekta geometrii skrzyżowania)
- ewentualny montaż urządzeń do kontroli prędkości
Nie podajemy konkretnych rozwiązań (budowa sygnalizacji świetlnej, montaż linii wibracyjnych na jezdni, montaż fotoradaru itp.), ponieważ uważamy, że skuteczność zastosowanych środków gwarantuje jedynie analiza problemu przeprowadzona na etapie sporządzania projektu.";roads;1000000;Tarnogaj;922
508;Kępa Mieszczańska –park kieszonkowy z stacją street workout przy Moście Dmowskiego we Wrocławiu;"Uzasadnienie
Uporządkowanie i zagospodarowanie terenu obok Mostu Dmowskiego. Stworzenie miejsca rekreacji i wypoczynku dla mieszkańców Wrocławia. Beneficjantem projektu będą m. in. mieszkańcy Kępy Mieszczańskiej oraz sąsiadującego osiedla Szczepin.
Projekt zakłada m. in.
•	uporządkowanie terenu,
•	wykonanie ekspertyzy dendrologicznej istniejących drzew,
•	wykonanie alejek i chodnika nad Odrą,
•	nasadzenia drzew i krzewów,
•	posadowienie urządzeń małej architektury (latarnie, ławki, kosze na śmieci, toaleta dla zwierząt, stół do gry w szachy i chińczyka, stół betonowy do gry w piłkarzyki, stół do ping-ponga, miejsce na grilla),
•	budowę stacji street workout.
•	utwardzenie powierzchni pod miejsca parkingowe,";greenery/recreation;750000;Strachocin-Swojczyce-Wojnów,Zacisze-Zalesie-Szczytniki;882
346;Odnowienie szpetnych wiaduktów kolejowych;"Uzasadnienie
Celem projektu jest ocieplenie zimnych, brzydkich wiaduktów wrocławskich. Wzorem innych miast na świecie (ilustracje poglądowe w załączniku), projekt zakłada umieszczenie donic z wiszącymi, kolorowymi, pachnącymi i długo kwitnącymi kompozycjami kwiatowymi, aby uprzyjemnić mieszkańcom ponury widok wiaduktów kolejowych i estakad drogowych.";greenery/recreation;250000;Tarnogaj;765
358;Toskania we Wrocławiu: donice z kwiatami wokół wrocławskiego Rynku.;"Uzasadnienie
Celem projektu jest upiększenie ulic wokół wrocławskiego Rynku poprzez umieszczenie 100 ozdobnych, ceramicznych donic z kwitnącymi kwiatami oraz 50  wiszących kwietników w przestrzeni wokół wrocławskiego Rynku. Starówka we Wrocławiu cierpi na brak zieleni, a aranżacje kwiatowe w donicach stałyby się efektowną ozdobą,  podkreśliłyby piękno zabytkowych kamienic i przyczyniłyby się do promocji miasta.   Donice powinny być wytrzymałe na zmiany temperatury, ciężkie i niewywracane i odporne na wandalizm (łatwe w czyszczeniu).";greenery/recreation;350000;Tarnogaj;619
594;Las sekwoi, drzewa i krzewy owocowe;"Uzasadnienie
1. Mało kto wie, że kiedyś, potężne i stare sekwoje porastały nie tylko teren zachodniego wybrzeża USA, ale były obecne na terenie całej Europy. To jedne z najstarszych drzew, bo potrafią dożyć kilku tysięcy lat i na pewno największe z wszystkich. Mało kto wie też, że i w Polsce rosną pojedyncze egzemplarze, a także w innych krajach Europy. Projekt zakłada rozpoczęcie przywracania gatunków sekwoi w Polsce, we Wrocławiu. W tym celu założenie jest takie by posadzić ich przynajmniej 50 sztuk, we wrocławskich parkach i lasach. Aby mogły one funkcjonować i wydawać nowe sadzonki, sekwoje powinny być zróżnicowane genetycznie, pochodzić z różnych rejonów/źródeł. Aby zwiększyć szanse na ich przetrwanie, przeżycie, powinny być posadzone w przynajmniej 10 lokalizacjach, po 5 zróżnicowanych genetycznie sztuk, wraz z ewentualną częściową wymianą ziemi, na taką, która ma odpowiednie pH, dla nich. Przydatna tu będzie konsultacja z arborystami.
2. Drzewa użytkowe na nieużytkach będą ogólno-dostępne. Trochę czasu potrzeba aby wyrosły i owocowały, ale najlepszym czasem na posadzenie drzewa jest 20 lat temu, a kolejnym najlepszym jest teraz. Do akcji sadzenia można by zaangażować wolontariuszy by zmniejszyć koszt tego. Możliwe więc, że docelowo byłoby możliwe posadzić ich więcej. Bardzo ważne byłoby sadzenie różnorodnych gatunków i sadzonek. Nasadzenia na użytkach by nie zwiększyły kosztów zarządzania zielenią, bo na takich terenach się nie dba tak o zieleń jak w parkach. Gatunki i odmiany powinny być wybrane ze szczególnym uwzględnieniem starych polskich wartościowych a zanikających rodzajów, a wybór powinien być skonsultowany ze specjalistami sadownictwa.
3. Nasadzenia innych drzew w mieście, na osiedlach mieszkalnych, w sąsiedztwie ulic, skwerów, placów.";greenery/recreation;150000;Przedmieście Oławskie;587
332;Infrastruktura przystankowa na ul. Dworcowej;"Uzasadnienie
Pętla przystankowa przy ul. Dworcowej (skąd między innymi odjeżdżają autobusy na lotnisko) jest w bardzo złym stanie ze starymi przystankami, małą ilością ławek i nawierzchnią chodnika w złym stanie (nierówne płyty betonowe bardzo niewygodne do poruszania się, zwłaszcza zimą). Poza tym bardzo nieprzejrzyste są rozkłady jazdy, które są rozdzielone na poszczególne przystanki, dlatego osoba przyjezdna spoza Wrocławia może mieć trudności ze zorientowaniem się. Miejsce to tworzy niezbyt korzystny wizerunek miasta, a duża część osób przyjeżdżających do Wrocławia (w tym również turystów) ma z nim styczność, zwłaszcza w sytuacji, gdy dana osoba przyjeżdża do Wrocławia komunikacją publiczną, aby dostać się na lotnisko.
Wystarczyłoby wymienić nawierzchnię chodnika, odświeżyć albo postawić nowe wiaty przystankowe (3-4), ewentualnie kosze na śmieci, zainstalować ławki, odświeżyć lub wymienić słupy przystankowe i ewentualnie postawić 2-3 nowe latarnie.
Projekt ten kwalifikuję jako ogólnomiejski, gdyż z tej komunikacji korzysta duża część mieszkańców Wrocławia, jak i osób przyjezdnych , a miejsce to ma wpływ na wizerunek i postrzeganie miasta.";public transit;420000;Przedmieście Oławskie,Psie Pole-Zawidawie;544
334;infrastruktura przystankowa na ul. Dawida;"Uzasadnienie
Na ul. Dawida (między ul. Dawida a ul. Dyrekcyjną) znajduje się pętla przystankowa prywatnych przewoźników (busów), z której korzysta bardzo dużo mieszkańców Wrocławia i osób mieszkających w okolicach miasta w obrębie kilkudziesięciu kilometrów. Niestety na ul. Dawida brakuje przyzwoitej infrastruktury - chodników (obecne betonowe są w złym stanie i są niewygodne do poruszania się, zwłaszcza zimą), wiat przystankowych (chroniących chociażby przed deszczem), ławek, latarni, koszy na śmieci czy też przejrzystych rozkładów jazdy (jest kilka przystanków i jeśli ktoś nie jest z nimi zaznajomiony tj. nie wie, z którego przystanku odjeżdża dany przewoźnik, to może być trochę zdezorientowany). Zmiany umożliwiłyby przyjemniejsze i łatwiejsze korzystanie z tej pętli przystankowej.
Projekt ten kwalifikuję jako ogólnomiejski, gdyż z tej infrastruktury korzystają mieszkańcy z różnych rejonów miasta oraz z okolicznych miejscowości.
P. S. Słyszałem, że miasto planuje zmianę miejsca lokalizacji przystanków prywatnych przewoźników - jeśli tak jest to proszę o informację i ewentualnie wówczas projekt zostanie wycofany.";public transit;250000;Ołbin;480
35;Wsiadanie na poziomie-budowa przystanków wiedeńskich Górnickiego;"Uzasadnienie
Przystanki wiedeńskie ułatwiają wsiadanie osobom starszym, niepełnosprawnym, rodzicom z wózkami, powodują, że kierowcy stosują się do ograniczeń prędkości. Jest to coraz częściej stosowane rozwiązanie w mieście m.in. na ulicy Hubskiej, Glinianej,Trzebnickiej i Szczytnickiej. Z przystanku Kleczkowska korzysta wielu petentów pobliskiego  ZUSu-osoby starsze, niepełnosprawne i wyniesienie wejścia mocno ułatwi im korzystanie z komunikacji miejskiej. Przystanek Górnickiego znajduje się na ruchliwej ulicy Sienkiewicza. Zbudowanie wyspy do wsiadania również poprawi bezpieczeństwo pasażerów.";public transit;500000;Ołbin;433
620;Wrocławskie parki dostępne dla wszystkich.;"Uzasadnienie
Nieodłączną częścią tkanki miejskiej są parki. Umożliwiają one przyjemny i szybki kontakt z naturą. Ze względu na ich położenie oraz infrastrukturę znajdującą się na ich terenie wiele z nich jest również atrakcją turystyczną. W celu zwiększenia dostępności wrocławskich parków projekt zakłada umieszczenie przy wejściach do wybranych parków map tyflograficznych. Plany umożliwią osobom niewidomym i niedowidzącym poznanie topografii przedstawionych na nich obszarów. Pozwolą poznać układ alejek i położenie interesujących obiektów. Opisy w czarnodruku sprawią, że mapy będą dostępne dla wszystkich odwiedzających wrocławskie parki i pomogą w dotarciu do ciekawych miejsc.
Plany tyflograficzne wykonane ze stali nierdzewnej z grawerem będą odporne na warunki atmosferyczne i ewentualne ataki wandalizmu. Proponowana lokalizacja:
1. Park Szczytnicki (wejście przy przystanku Hala Stulecia), 2. Park Szczytnicki (wejście przy przystanku Kochanowskiego), 3. Park Grabiszyński (wejście przy przystanku Oporów), 4. Park Grabiszyński (wejście przy przystanku Grabiszyńska Cmentarz II), 5. Park Zachodni (wejście przy przystanku DH Astra), 6. Park Zachodni (wejście przy przystanku Kolista), 7. Park Południowy (przy przystanku Orla), 8. Park Południowy (wejście przy przystanku Krzyki ), 9. Park. J. Słowackiego (skrzyżowanie alei Słowackiego z promenadą Staromiejską ), 10. Park Leśnicki (wejście przy placu Świętojańskim).
Ponadto projekt zakłada wykonanie ścieżki dydaktycznej w Parku Szczytnickim, na którą będzie składać się 20 utwardzonych termoform liści drzew najczęściej występujących w Polsce. Dodatkowo grafika wypukła będzie uzupełniona o opis czarnodrukowy i brajlowski poszczególnych gatunków.
Koszt zakupu jednego planu to ok. 13000 zł, koszt zakupu jednej termoformy to ok. 3300 zł.";greenery/recreation;200000;Muchobór Wielki;418
203;Oczyszczenie z wojennego osmolenia i sadzy piaskowcowych medalionów z herbem Wrocławia na starych budynkach szkół,szpitali i innych budynkach publicznych;"Uzasadnienie
Medaliony z herbem Wrocławia są unikatem w skali kraju - oczyszczone z wojennej sadzy i brudu stanowią
ozdobę i atrakcję turystyczną np. dwa oczyszczone medaliony na frontonie  Hali Targowej, oczyszczony medalion na budynku Szkoły Podstawowej przy ul. Kleczkowskiej, fronton IX LO., budynek I LO przy ul. Poniatowskiego Chodziłoby o wypiaskowanie  wodą pod ciśnieniem tychże medalionów z wysięgnika. Koszt to ok.  kilka tysięcy zł od sztuki a przy zleceniu oczyszczenia  10 sztuk byłoby taniej.
Znane mi adresy tych perełek:
> Szpital MSWiA od Pl. Powstańców Wlkp. i od torów kolejowych  - 2 sztuki
> Pomaturalne Studium Kształcenia Animatorów Kultury Bud A od ul. J. Niemcewicza
> Uniwersytet Wrocławski  - trzy budynki na ul. Dawida  - 3 sztuki
> Szkoła Podstawowa nr 73 , ul. Gliniana z boku od ul. Gajowej.
> Szkoła Policealna ul. Trzebnicka od strony Dębickiego.
Wrocławianie znają zapewne  inne lokalizacje medalionów - wizytówek Miasta.";other;150000;Krzyki-Partynice, Klecina,Klecina, Krzyki-Partynice;415
